call_id,call_datetime,call_date,call_month,call_hour,agent_id,phone_number,customer_age_group,customer_gender,call_result,product_id,call_duration_min,is_duplicate_call
C03540,2024-01-30 16:46,2024-01-30,2024-01,16,A008,080-1589-1538,60代以上,女性,不在,,0.0,1
C03541,2024-04-08 11:28,2024-04-08,2024-04,11,A010,090-6563-7292,50代,男性,断り,,3.0,1
C03542,2024-02-23 16:44,2024-02-23,2024-02,16,A003,070-5982-7594,40代,男性,コールバック希望,P004,6.0,0
C03543,2024-11-20 16:05,2024-11-20,2024-11,16,A013,090-7495-9224,20代,女性,不在,,0.0,1
C03544,2024-03-21 11:51,2024-03-21,2024-03,11,A007,080-8348-7184,60代以上,男性,コールバック希望,P005,60.0,1
C03545,2024-01-01 14:13,2024-01-01,2024-01,14,A001,090-7921-5823,30代,女性,断り,,8.0,0
C03546,2024-03-28 18:20,2024-03-28,2024-03,18,A001,080-1652-2991,30代,男性,不在,,1.0,0
C03547,2024-08-29 11:53,2024-08-29,2024-08,11,A014,080-2661-8855,60代以上,男性,断り,,3.0,1
C03548,2024-01-29 11:20,2024-01-29,2024-01,11,A006,090-4938-3465,50代,女性,不在,,0.0,1
C03549,2024-03-18 14:38,2024-03-18,2024-03,14,A001,080-3162-7337,50代,女性,不在,,0.0,0
C03550,2024-08-12 14:54,2024-08-12,2024-08,14,A010,090-5840-7815,40代,女性,検討中,P005,8.0,1
C03551,2024-01-05 18:10,2024-01-05,2024-01,18,A006,080-1546-6977,50代,女性,成約,P004,18.0,1
C03552,2024-12-20 14:48,2024-12-20,2024-12,14,A011,080-6502-6238,40代,女性,成約,P006,34.0,0
C03553,2024-09-23 12:49,2024-09-23,2024-09,12,A012,070-7656-1555,30代,男性,断り,,15.0,1
C03554,2024-07-08 19:01,2024-07-08,2024-07,19,A001,080-6690-8187,50代,女性,コールバック希望,P005,10.0,1
C03555,2024-09-09 10:10,2024-09-09,2024-09,10,A015,080-1662-4585,40代,女性,断り,,14.0,1
C03556,2024-05-20 17:05,2024-05-20,2024-05,17,A005,070-7235-1719,不明,女性,コールバック希望,P003,14.0,0
C03557,2024-07-26 14:40,2024-07-26,2024-07,14,A012,080-2869-2070,50代,男性,成約,P005,11.0,1
C03558,2024-03-04 12:42,2024-03-04,2024-03,12,A006,080-1246-3742,60代以上,男性,断り,,9.0,1
C03559,2024-05-09 18:28,2024-05-09,2024-05,18,A009,080-5914-3580,20代,男性,成約,P002,18.0,1
C03560,2024-01-03 14:24,2024-01-03,2024-01,14,A003,070-6815-8354,40代,男性,不在,,0.0,1
C03561,2024-09-30 11:16,2024-09-30,2024-09,11,A007,090-5520-9676,40代,男性,検討中,P003,12.0,0
C03562,2024-07-29 17:43,2024-07-29,2024-07,17,A007,080-6818-6326,50代,男性,成約,P003,13.0,0
C03563,2024-01-15 17:27,2024-01-15,2024-01,17,A001,070-9548-4103,30代,男性,成約,P006,24.0,0
C03564,2024-01-04 10:28,2024-01-04,2024-01,10,A015,080-9221-8118,30代,女性,コールバック希望,P005,7.0,1
C03565,2024-08-21 14:33,2024-08-21,2024-08,14,A006,070-9602-5240,40代,男性,不在,,1.0,0
C03566,2024-09-06 12:05,2024-09-06,2024-09,12,A007,070-3526-3804,50代,男性,不在,,0.0,1
C03567,2024-04-29 13:55,2024-04-29,2024-04,13,A013,070-5321-9470,60代以上,男性,成約,P002,10.0,0
C03568,2024-03-22 14:11,2024-03-22,2024-03,14,A006,080-7539-2607,40代,男性,不在,,1.0,1
C03569,2024-08-26 18:17,2024-08-26,2024-08,18,A014,070-3608-1353,50代,男性,不在,,0.0,1
C03570,2024-01-24 13:37,2024-01-24,2024-01,13,A011,090-3032-6060,50代,女性,不在,,1.0,1
C03571,2024-10-03 10:11,2024-10-03,2024-10,10,A014,080-6910-7471,30代,女性,不在,,0.0,0
C03572,2024-09-30 12:06,2024-09-30,2024-09,12,A001,070-6218-5440,30代,女性,不在,,0.0,0
C03573,2024-02-05 18:55,2024-02-05,2024-02,18,A013,090-4217-2766,50代,女性,不在,,0.0,1
C03574,2024-02-01 12:23,2024-02-01,2024-02,12,A008,090-8119-6663,50代,男性,コールバック希望,P005,8.0,1
C03576,2024-06-26 15:25,2024-06-26,2024-06,15,A015,070-9076-7018,40代,男性,コールバック希望,P006,6.0,1
C03577,2024-07-03 12:55,2024-07-03,2024-07,12,A013,090-6385-4982,30代,男性,断り,,10.0,1
C03578,2024-03-18 12:55,2024-03-18,2024-03,12,A010,070-9302-8214,40代,男性,検討中,P001,15.0,1
C03579,2024-05-17 10:28,2024-05-17,2024-05,10,A010,070-8208-1871,50代,女性,断り,,10.0,1
C03580,2024-10-01 18:40,2024-10-01,2024-10,18,A014,090-7049-9992,20代,男性,コールバック希望,P001,15.0,1
C03581,2024-07-18 13:18,2024-07-18,2024-07,13,A007,090-6918-7528,50代,男性,断り,,6.0,0
C03582,2024-01-03 13:03,2024-01-03,2024-01,13,A013,080-6043-2167,50代,男性,検討中,P003,13.0,0
C03583,2024-12-23 18:40,2024-12-23,2024-12,18,A010,080-4611-8359,40代,男性,断り,,3.0,1
C03584,2024-11-15 17:18,2024-11-15,2024-11,17,A006,090-4471-4157,40代,女性,検討中,P005,3.0,1
C03585,2024-05-06 11:30,2024-05-06,2024-05,11,A014,080-3087-9322,40代,男性,成約,P004,30.0,1
C03586,2024-08-21 14:23,2024-08-21,2024-08,14,A014,090-1550-8314,50代,男性,成約,P002,23.0,0
C03587,2024-11-18 17:57,2024-11-18,2024-11,17,A015,090-8550-2539,60代以上,女性,不在,,1.0,0
C03588,2024-04-17 18:32,2024-04-17,2024-04,18,A008,090-4158-4288,30代,女性,不在,,1.0,0
C03589,2024-03-22 15:32,2024-03-22,2024-03,15,A007,070-2106-4172,30代,女性,検討中,P001,10.0,0
C03590,2024-01-08 13:08,2024-01-08,2024-01,13,A003,080-8052-2735,30代,女性,コールバック希望,P003,4.0,0
C03591,2024-04-08 13:16,2024-04-08,2024-04,13,A002,070-1462-3422,50代,女性,断り,,4.0,0
C03592,2024-07-04 11:55,2024-07-04,2024-07,11,A001,080-5263-3679,50代,女性,不在,,0.0,0
C03593,2024-01-15 13:05,2024-01-15,2024-01,13,A009,080-3185-3263,不明,男性,不在,,0.0,1
C03594,2024-11-19 18:17,2024-11-19,2024-11,18,A005,080-9379-5569,20代,不明,不在,,1.0,0
C03595,2024-03-19 14:44,2024-03-19,2024-03,14,A004,090-1641-3110,40代,女性,不在,,1.0,1
C03596,2024-09-18 14:39,2024-09-18,2024-09,14,A004,090-5119-3256,50代,男性,検討中,P005,5.0,1
C03597,2024-01-25 13:03,2024-01-25,2024-01,13,A010,090-7670-9294,40代,男性,断り,,6.0,0
C03598,2024-03-18 13:52,2024-03-18,2024-03,13,A002,090-7489-2817,40代,女性,不在,,0.0,0
C03599,2024-11-26 13:52,2024-11-26,2024-11,13,A003,080-3572-2814,40代,女性,成約,P002,23.0,1
C03600,2024-06-03 12:27,2024-06-03,2024-06,12,A007,090-2031-1361,20代,女性,検討中,P006,6.0,1
C03601,2024-11-01 19:17,2024-11-01,2024-11,19,A012,090-6194-2215,40代,男性,断り,,9.0,1
C03602,2024-10-07 15:06,2024-10-07,2024-10,15,A001,080-9185-2668,30代,男性,コールバック希望,P004,14.0,0
C03603,2024-11-12 15:30,2024-11-12,2024-11,15,A008,070-7887-7135,30代,不明,不在,,0.0,0
C03604,2024-01-05 13:51,2024-01-05,2024-01,13,A004,070-2251-1035,50代,男性,不在,,0.0,0
C03605,2024-10-18 13:49,2024-10-18,2024-10,13,A011,070-8593-4678,50代,男性,成約,P001,29.0,1
C03606,2024-05-13 10:49,2024-05-13,2024-05,10,A001,070-7305-5814,60代以上,女性,検討中,P005,9.0,0
C03607,2024-08-27 10:31,2024-08-27,2024-08,10,A005,090-5489-2529,20代,男性,不在,,1.0,1
C03608,2024-09-02 17:38,2024-09-02,2024-09,17,A006,080-9887-4393,30代,男性,断り,,9.0,0
C03610,2024-02-19 15:37,2024-02-19,2024-02,15,A001,090-7931-1001,40代,男性,断り,,7.0,0
C03611,2024-02-20 15:59,2024-02-20,2024-02,15,A006,070-1159-6769,20代,女性,断り,,4.0,1
C03612,2024-08-23 15:43,2024-08-23,2024-08,15,A007,080-1129-2682,20代,女性,成約,P006,30.0,1
C03613,2024-07-17 10:24,2024-07-17,2024-07,10,A010,090-3669-4511,50代,男性,不在,,0.0,1
C03614,2024-10-28 10:46,2024-10-28,2024-10,10,A008,090-1618-9745,30代,女性,不在,,1.0,1
C03615,2024-09-16 18:27,2024-09-16,2024-09,18,A006,070-1507-8293,50代,不明,断り,,4.0,0
C03616,2024-05-27 11:39,2024-05-27,2024-05,11,A011,070-1826-8173,60代以上,女性,不在,,1.0,0
C03617,2024-03-04 10:03,2024-03-04,2024-03,10,A004,070-5963-7454,40代,男性,断り,,7.0,1
C03618,2024-06-26 18:16,2024-06-26,2024-06,18,A015,090-1699-7936,40代,男性,検討中,P005,10.0,1
C03619,2024-09-30 12:16,2024-09-30,2024-09,12,A015,090-2124-2477,30代,女性,断り,,15.0,0
C03620,2024-11-20 12:03,2024-11-20,2024-11,12,A015,080-6085-8625,50代,男性,成約,P002,12.0,1
C03621,2024-08-05 17:26,2024-08-05,2024-08,17,A012,070-1771-7444,40代,女性,検討中,P003,13.0,1
C03622,2024-11-25 10:31,2024-11-25,2024-11,10,A004,090-3161-5945,50代,男性,不在,,0.0,1
C03623,2024-03-29 18:41,2024-03-29,2024-03,18,A009,070-7990-3831,40代,男性,不在,,0.0,0
C03624,2024-09-26 15:01,2024-09-26,2024-09,15,A012,070-4814-1860,不明,女性,検討中,P001,8.0,1
C03625,2024-11-21 11:40,2024-11-21,2024-11,11,A009,090-4411-3669,50代,女性,不在,,0.0,0
C03626,2024-09-02 16:24,2024-09-02,2024-09,16,A002,080-2052-8363,40代,女性,コールバック希望,P003,10.0,1
C03627,2024-04-10 18:31,2024-04-10,2024-04,18,A004,080-2435-3049,30代,男性,コールバック希望,P002,10.0,0
C03628,2024-11-11 14:27,2024-11-11,2024-11,14,A011,080-1618-1175,50代,女性,成約,P005,19.0,1
C03629,2024-07-24 13:00,2024-07-24,2024-07,13,A005,080-7211-5558,40代,女性,不在,,1.0,0
C03630,2024-03-12 11:39,2024-03-12,2024-03,11,A007,090-4580-7735,50代,女性,不在,,1.0,0
C03631,2024-06-24 16:19,2024-06-24,2024-06,16,A006,070-9567-5062,50代,女性,成約,P003,27.0,0
C03632,2024-11-08 12:38,2024-11-08,2024-11,12,A003,090-5840-7815,30代,女性,成約,P004,15.0,1
C03633,2024-05-20 10:42,2024-05-20,2024-05,10,A010,080-8484-1945,不明,男性,成約,P003,34.0,1
C03634,2024-08-12 17:59,2024-08-12,2024-08,17,A003,090-6411-2295,40代,男性,検討中,P004,13.0,0
C03635,2024-03-11 17:53,2024-03-11,2024-03,17,A010,080-5399-6289,40代,女性,断り,,15.0,1
C03636,2024-07-02 16:16,2024-07-02,2024-07,16,A003,090-1418-2740,50代,男性,断り,,11.0,1
C03637,2024-08-08 19:03,2024-08-08,2024-08,19,A015,080-4122-1673,40代,男性,検討中,P004,8.0,1
C03638,2024-06-10 12:41,2024-06-10,2024-06,12,A015,080-9584-2363,50代,男性,コールバック希望,P006,7.0,1
C03639,2024-09-03 12:23,2024-09-03,2024-09,12,A003,090-2586-1829,20代,男性,成約,P004,11.0,1
C03640,2024-08-07 14:18,2024-08-07,2024-08,14,A014,080-3700-5141,40代,女性,不在,,0.0,1
C03641,2024-11-05 17:36,2024-11-05,2024-11,17,A005,080-5414-7828,20代,男性,コールバック希望,P001,3.0,0
C03642,2024-07-01 18:37,2024-07-01,2024-07,18,A007,070-7512-9110,30代,女性,不在,,1.0,1
C03643,2024-01-29 11:56,2024-01-29,2024-01,11,A001,070-8960-1326,不明,男性,断り,,7.0,1
C03644,2024-06-03 18:41,2024-06-03,2024-06,18,A012,080-1100-3972,60代以上,女性,不在,,0.0,0
C03645,2024-12-31 12:42,2024-12-31,2024-12,12,A014,070-7484-5497,50代,男性,不在,,1.0,1
C03646,2024-04-11 12:26,2024-04-11,2024-04,12,A008,070-7479-5444,60代以上,男性,コールバック希望,P003,15.0,0
C03647,2024-08-19 11:34,2024-08-19,2024-08,11,A012,090-4115-1119,50代,男性,不在,,1.0,1
C03648,2024-09-10 11:42,2024-09-10,2024-09,11,A014,080-9446-1580,不明,不明,コールバック希望,P001,13.0,0
C03649,2024-05-20 12:29,2024-05-20,2024-05,12,A007,090-5359-1118,30代,女性,コールバック希望,P003,6.0,0
C03650,2024-03-12 18:43,2024-03-12,2024-03,18,A006,090-5358-7101,20代,女性,不在,,1.0,1
C03651,2024-09-12 18:43,2024-09-12,2024-09,18,A005,080-4119-1583,20代,女性,不在,,0.0,0
C03652,2024-09-17 13:36,2024-09-17,2024-09,13,A003,070-6051-8274,50代,女性,不在,,0.0,1
C03653,2024-11-04 16:35,2024-11-04,2024-11,16,A006,090-2101-4866,40代,男性,断り,,8.0,0
C03654,2024-02-05 16:56,2024-02-05,2024-02,16,A005,090-5982-3697,50代,男性,検討中,P005,14.0,1
C03655,2024-02-20 14:17,2024-02-20,2024-02,14,A001,070-7060-3703,60代以上,男性,不在,,0.0,0
C03656,2024-09-10 14:17,2024-09-10,2024-09,14,A010,090-2503-3845,30代,男性,検討中,P003,6.0,1
C03657,2024-12-13 14:27,2024-12-13,2024-12,14,A006,090-4545-8933,40代,女性,コールバック希望,P004,14.0,1
C03658,2024-08-29 18:08,2024-08-29,2024-08,18,A005,090-1872-5588,40代,女性,検討中,P006,15.0,1
C03659,2024-09-18 12:49,2024-09-18,2024-09,12,A003,080-9282-8048,20代,女性,検討中,P005,15.0,1
C03660,2024-01-17 15:28,2024-01-17,2024-01,15,A001,070-5940-2990,60代以上,男性,断り,,7.0,1
C03661,2024-07-15 16:08,2024-07-15,2024-07,16,A002,070-5079-4440,40代,女性,成約,P005,14.0,0
C03662,2024-01-26 19:55,2024-01-26,2024-01,19,A013,070-9336-1042,40代,男性,不在,,1.0,0
C03663,2024-11-25 13:36,2024-11-25,2024-11,13,A006,080-4558-6601,不明,女性,断り,,4.0,0
C03664,2024-12-13 19:57,2024-12-13,2024-12,19,A005,080-9791-3440,50代,男性,断り,,9.0,1
C03665,2024-05-15 13:45,2024-05-15,2024-05,13,A004,080-1317-9837,40代,男性,不在,,0.0,1
C03666,2024-11-29 12:46,2024-11-29,2024-11,12,A014,090-9189-9782,40代,男性,検討中,P003,12.0,1
C03667,2024-08-19 15:50,2024-08-19,2024-08,15,A015,090-7792-1535,50代,男性,不在,,1.0,0
C03668,2024-12-19 17:07,2024-12-19,2024-12,17,A004,090-2646-3293,40代,男性,検討中,P002,4.0,0
C03669,2024-06-06 16:06,2024-06-06,2024-06,16,A007,080-9261-8378,30代,女性,コールバック希望,P005,4.0,1
C03670,2024-09-16 15:49,2024-09-16,2024-09,15,A009,090-4082-4555,20代,男性,断り,,10.0,0
C03671,2024-01-15 14:39,2024-01-15,2024-01,14,A014,070-2449-5017,50代,女性,断り,,13.0,1
C03672,2024-12-09 12:28,2024-12-09,2024-12,12,A007,090-1058-3621,50代,男性,断り,,7.0,1
C03673,2024-06-20 14:00,2024-06-20,2024-06,14,A007,090-5754-9572,40代,女性,コールバック希望,P004,12.0,1
C03674,2024-09-03 15:50,2024-09-03,2024-09,15,A001,070-5057-2724,40代,女性,不在,,0.0,0
C03675,2024-06-17 12:41,2024-06-17,2024-06,12,A011,080-4991-1666,40代,男性,検討中,P005,12.0,1
C03676,2024-02-26 17:19,2024-02-26,2024-02,17,A010,080-1324-7746,30代,男性,断り,,7.0,1
C03677,2024-07-04 14:45,2024-07-04,2024-07,14,A015,070-2060-6609,30代,男性,コールバック希望,P002,11.0,0
C03678,2024-08-02 17:22,2024-08-02,2024-08,17,A002,070-9199-3469,40代,男性,成約,P005,33.0,1
C03679,2024-05-27 14:51,2024-05-27,2024-05,14,A015,090-5011-8572,不明,男性,断り,,14.0,1
C03680,2024-06-18 17:12,2024-06-18,2024-06,17,A011,070-9470-9748,40代,男性,コールバック希望,P001,13.0,1
C03681,2024-12-06 12:19,2024-12-06,2024-12,12,A013,090-8992-8101,50代,男性,不在,,1.0,1
C03682,2024-02-19 18:24,2024-02-19,2024-02,18,A012,090-8361-2596,30代,男性,断り,,3.0,1
C03683,2024-01-23 12:33,2024-01-23,2024-01,12,A013,070-5612-5872,40代,女性,断り,,13.0,0
C03684,2024-08-26 11:00,2024-08-26,2024-08,11,A011,080-3762-1079,30代,女性,断り,,13.0,1
C03685,2024-11-29 11:41,2024-11-29,2024-11,11,A009,090-7671-4393,20代,男性,不在,,0.0,1
C03686,2024-04-22 18:53,2024-04-22,2024-04,18,A015,090-4120-4160,30代,女性,コールバック希望,P005,6.0,0
C03687,2024-09-11 13:53,2024-09-11,2024-09,13,A012,090-4906-7878,30代,不明,不在,,0.0,0
C03688,2024-02-15 11:56,2024-02-15,2024-02,11,A004,080-2938-4773,30代,男性,断り,,13.0,0
C03689,2024-03-11 18:01,2024-03-11,2024-03,18,A008,080-7527-1653,40代,男性,断り,,10.0,0
C03690,2024-11-29 13:41,2024-11-29,2024-11,13,A014,090-1372-5888,40代,女性,不在,,0.0,1
C03691,2024-12-13 15:48,2024-12-13,2024-12,15,A006,070-8567-7244,30代,女性,不在,,1.0,0
C03692,2024-05-22 10:36,2024-05-22,2024-05,10,A009,070-8734-3435,50代,女性,コールバック希望,P006,5.0,1
C03693,2024-07-01 14:59,2024-07-01,2024-07,14,A014,090-2382-7791,40代,男性,検討中,P006,9.0,0
C03694,2024-06-13 16:57,2024-06-13,2024-06,16,A001,080-1256-4394,20代,男性,断り,,8.0,0
C03695,2024-02-15 16:27,2024-02-15,2024-02,16,A004,070-8292-2438,40代,男性,断り,,3.0,1
C03696,2024-07-10 14:58,2024-07-10,2024-07,14,A005,090-3869-7999,40代,女性,成約,P004,35.0,0
C03697,2024-01-05 19:46,2024-01-05,2024-01,19,A013,070-3986-3209,30代,男性,検討中,P006,7.0,1
C03698,2024-04-04 14:23,2024-04-04,2024-04,14,A001,090-4129-7266,30代,女性,検討中,P004,14.0,1
C03699,2024-11-25 18:53,2024-11-25,2024-11,18,A014,090-1145-8767,40代,男性,コールバック希望,P003,14.0,1
C03700,2024-11-25 14:19,2024-11-25,2024-11,14,A010,080-8469-3725,20代,女性,成約,P001,20.0,0
C03701,2024-03-18 12:03,2024-03-18,2024-03,12,A013,090-5802-2404,50代,女性,不在,,1.0,1
C03702,2024-06-10 16:40,2024-06-10,2024-06,16,A002,090-8179-1570,50代,女性,成約,P004,13.0,1
C03703,2024-08-26 12:53,2024-08-26,2024-08,12,A014,070-9698-8416,30代,女性,不在,,1.0,1
C03704,2024-11-01 10:31,2024-11-01,2024-11,10,A009,070-4560-4291,40代,女性,不在,,0.0,1
C03705,2024-04-15 11:36,2024-04-15,2024-04,11,A010,080-5585-8307,30代,男性,不在,,1.0,0
C03706,2024-01-26 14:07,2024-01-26,2024-01,14,A002,080-9691-6486,30代,女性,断り,,3.0,0
C03707,2024-10-22 11:07,2024-10-22,2024-10,11,A006,070-6862-4137,40代,女性,成約,P006,28.0,1
C03708,2024-08-08 16:06,2024-08-08,2024-08,16,A010,070-9302-8214,不明,男性,断り,,7.0,1
C03709,2024-01-25 15:17,2024-01-25,2024-01,15,A011,080-7768-1885,50代,男性,不在,,0.0,1
C03710,2024-01-10 15:48,2024-01-10,2024-01,15,A004,070-5942-4366,30代,女性,断り,,11.0,1
C03711,2024-10-15 15:58,2024-10-15,2024-10,15,A014,070-9975-6143,50代,女性,断り,,7.0,1
C03712,2024-07-25 19:47,2024-07-25,2024-07,19,A010,080-2402-5871,40代,男性,断り,,13.0,1
C03713,2024-09-16 12:44,2024-09-16,2024-09,12,A005,090-3395-8921,50代,男性,検討中,P001,12.0,0
C03714,2024-09-06 17:37,2024-09-06,2024-09,17,A005,070-1737-9052,50代,男性,コールバック希望,P001,4.0,0
C03715,2024-08-19 18:46,2024-08-19,2024-08,18,A007,070-3070-3337,50代,女性,不在,,0.0,1
C03716,2024-09-24 19:17,2024-09-24,2024-09,19,A013,090-2070-8787,30代,女性,成約,P002,27.0,1
C03717,2024-11-07 16:53,2024-11-07,2024-11,16,A005,080-5180-3916,40代,女性,不在,,0.0,1
C03718,2024-06-17 11:17,2024-06-17,2024-06,11,A007,070-6715-6426,50代,男性,不在,,0.0,1
C03719,2024-10-18 14:15,2024-10-18,2024-10,14,A006,070-6231-6658,20代,男性,断り,,9.0,1
C03720,2024-12-02 17:04,2024-12-02,2024-12,17,A015,090-5651-9040,20代,男性,検討中,P005,14.0,1
C03721,2024-10-24 17:01,2024-10-24,2024-10,17,A013,090-3126-3926,不明,女性,検討中,P004,12.0,0
C03722,2024-11-04 13:49,2024-11-04,2024-11,13,A005,090-8383-4482,40代,女性,断り,,15.0,1
C03723,2024-04-24 16:58,2024-04-24,2024-04,16,A010,090-2631-1865,50代,男性,成約,P005,28.0,0
C03724,2024-09-30 15:01,2024-09-30,2024-09,15,A007,080-7539-2607,60代以上,男性,不在,,1.0,1
C03725,2024-09-24 11:53,2024-09-24,2024-09,11,A014,070-7201-6985,50代,女性,検討中,P001,9.0,0
C03726,2024-02-22 14:29,2024-02-22,2024-02,14,A002,080-4671-1407,30代,男性,不在,,1.0,1
C03727,2024-08-28 11:01,2024-08-28,2024-08,11,A015,070-7265-1414,60代以上,男性,検討中,P005,14.0,1
C03728,2024-01-08 13:41,2024-01-08,2024-01,13,A011,080-6575-6820,50代,女性,断り,,14.0,1
C03729,2024-05-27 19:02,2024-05-27,2024-05,19,A003,070-5638-6285,40代,女性,検討中,P002,4.0,1
C03730,2024-06-26 15:38,2024-06-26,2024-06,15,A008,080-5795-5001,30代,女性,断り,,15.0,1
C03731,2024-08-27 14:41,2024-08-27,2024-08,14,A011,090-4876-2727,40代,女性,コールバック希望,P005,7.0,1
C03732,2024-04-18 12:23,2024-04-18,2024-04,12,A015,070-4568-1145,20代,男性,成約,P005,11.0,0
C03733,2024-04-18 13:39,2024-04-18,2024-04,13,A004,080-4305-5091,40代,女性,不在,,0.0,1
C03734,2024-09-30 13:19,2024-09-30,2024-09,13,A001,070-5739-4836,40代,男性,不在,,0.0,1
C03735,2024-12-03 17:47,2024-12-03,2024-12,17,A010,080-1692-3571,不明,不明,断り,,6.0,1
C03736,2024-04-03 11:33,2024-04-03,2024-04,11,A013,080-6730-6640,30代,女性,不在,,0.0,0
C03737,2024-11-04 13:06,2024-11-04,2024-11,13,A007,070-6107-7537,50代,男性,不在,,1.0,1
C03738,2024-10-07 17:23,2024-10-07,2024-10,17,A010,070-8519-5512,不明,不明,コールバック希望,P002,5.0,0
C03739,2024-01-08 14:13,2024-01-08,2024-01,14,A006,080-4638-3101,30代,女性,不在,,0.0,1
C03740,2024-06-12 12:45,2024-06-12,2024-06,12,A014,090-9922-4683,30代,男性,検討中,P003,6.0,1
C03741,2024-04-15 15:51,2024-04-15,2024-04,15,A012,080-7560-9584,30代,女性,不在,,1.0,0
C03742,2024-01-04 14:56,2024-01-04,2024-01,14,A009,080-7165-8250,40代,女性,検討中,P001,3.0,1
C03743,2024-06-17 17:02,2024-06-17,2024-06,17,A013,080-6431-7158,40代,女性,コールバック希望,P003,15.0,0
C03744,2024-12-13 15:33,2024-12-13,2024-12,15,A008,080-5450-3249,50代,女性,断り,,8.0,0
C03745,2024-04-08 18:47,2024-04-08,2024-04,18,A010,090-5011-8572,40代,男性,断り,,15.0,1
C03746,2024-09-16 19:46,2024-09-16,2024-09,19,A014,080-6110-6620,20代,女性,検討中,P001,11.0,0
C03747,2024-12-12 12:09,2024-12-12,2024-12,12,A003,070-2758-3963,60代以上,女性,不在,,0.0,0
C03748,2024-01-11 11:23,2024-01-11,2024-01,11,A014,070-6965-4912,60代以上,男性,検討中,P002,13.0,1
C03749,2024-06-03 17:53,2024-06-03,2024-06,17,A014,070-8110-1095,40代,女性,コールバック希望,P003,10.0,0
C03750,2024-12-23 15:44,2024-12-23,2024-12,15,A014,080-5944-6285,50代,男性,不在,,0.0,1
C03751,2024-10-29 15:30,2024-10-29,2024-10,15,A008,090-9383-6115,50代,女性,成約,P001,35.0,1
C03752,2024-04-04 15:37,2024-04-04,2024-04,15,A009,090-8500-7046,50代,男性,断り,,4.0,1
C03753,2024-11-11 14:52,2024-11-11,2024-11,14,A011,090-9008-1034,40代,男性,検討中,P006,14.0,1
C03754,2024-07-18 13:18,2024-07-18,2024-07,13,A013,070-7432-3923,30代,女性,検討中,P002,13.0,0
C03755,2024-03-19 10:56,2024-03-19,2024-03,10,A003,090-8175-4104,50代,女性,不在,,1.0,0
C03756,2024-03-08 15:43,2024-03-08,2024-03,15,A013,070-3773-4402,30代,男性,不在,,0.0,0
C03757,2024-10-14 16:24,2024-10-14,2024-10,16,A002,070-6333-8279,不明,男性,成約,P006,23.0,1
C03758,2024-02-08 10:24,2024-02-08,2024-02,10,A006,080-2129-8620,40代,男性,不在,,0.0,0
C03759,2024-07-15 12:37,2024-07-15,2024-07,12,A002,070-3883-1691,40代,女性,断り,,14.0,0
C03760,2024-09-16 13:31,2024-09-16,2024-09,13,A008,070-5937-2417,50代,男性,不在,,0.0,1
C03761,2024-04-08 16:23,2024-04-08,2024-04,16,A011,090-9327-3236,50代,女性,断り,,8.0,0
C03762,2024-11-18 10:37,2024-11-18,2024-11,10,A006,070-5413-4156,20代,男性,断り,,7.0,0
C03763,2024-10-07 15:39,2024-10-07,2024-10,15,A003,070-6508-5301,50代,女性,断り,,15.0,0
C03764,2024-02-05 11:57,2024-02-05,2024-02,11,A009,080-6588-1791,40代,男性,成約,P001,19.0,1
C03765,2024-07-23 10:49,2024-07-23,2024-07,10,A012,070-6318-4621,40代,女性,コールバック希望,P005,3.0,0
C03766,2024-09-16 13:50,2024-09-16,2024-09,13,A011,070-4416-3918,50代,女性,不在,,0.0,0
C03767,2024-02-27 18:11,2024-02-27,2024-02,18,A013,080-9261-8378,50代,女性,断り,,15.0,1
C03768,2024-08-01 12:35,2024-08-01,2024-08,12,A014,090-6403-7744,50代,男性,不在,,0.0,1
C03769,2024-09-16 11:19,2024-09-16,2024-09,11,A011,070-6139-6638,30代,女性,検討中,P003,14.0,0
C03770,2024-07-11 15:50,2024-07-11,2024-07,15,A006,090-9624-5578,30代,男性,検討中,P001,11.0,1
C03771,2024-09-26 18:30,2024-09-26,2024-09,18,A013,090-6237-8553,20代,男性,検討中,P002,12.0,1
C03772,2024-03-22 19:22,2024-03-22,2024-03,19,A002,070-5728-2204,30代,男性,不在,,1.0,1
C03773,2024-03-08 16:06,2024-03-08,2024-03,16,A001,090-5275-9295,30代,男性,成約,P004,26.0,1
C03774,2024-12-26 12:08,2024-12-26,2024-12,12,A003,070-9691-4524,不明,男性,断り,,8.0,1
C03775,2024-06-11 16:10,2024-06-11,2024-06,16,A009,090-1157-6219,50代,男性,成約,P002,10.0,0
C03776,2024-03-07 18:10,2024-03-07,2024-03,18,A006,090-2999-9015,40代,男性,不在,,0.0,1
C03777,2024-06-25 12:59,2024-06-25,2024-06,12,A010,090-8668-1994,40代,男性,成約,P001,24.0,1
C03778,2024-04-25 14:40,2024-04-25,2024-04,14,A002,080-5327-8606,50代,男性,検討中,P002,11.0,1
C03779,2024-08-19 19:11,2024-08-19,2024-08,19,A011,090-1644-7294,50代,男性,成約,P005,30.0,1
C03780,2024-02-08 18:48,2024-02-08,2024-02,18,A001,090-1262-7908,20代,男性,検討中,P005,9.0,0
C03781,2024-08-26 14:57,2024-08-26,2024-08,14,A001,070-2189-6860,40代,女性,断り,,3.0,0
C03782,2024-12-23 17:35,2024-12-23,2024-12,17,A001,080-5735-4396,50代,女性,成約,P006,16.0,1
